loudness;energy;acousticness
-5,385;0,73;0,0131
-7,004;0,793;0,324
-7,2;0,863;1,27e-6
-6,683;0,883;0,242
-12,023;0,214;0,895
-5,876;0,743;0,0135
-14,743;0,246;0,944
-4,544;0,93;0,0309
-5,503;0,92;0,000114
-13,626;0,398;0,219
-5,889;0,723;0,29
-7,452;0,778;0,00269
-9,43;0,764;0,0139
-11,451;0,523;0,11
-6,808;0,861;0,00392
-6,178;0,534;0,0339
-11,473;0,215;0,0849
-13,964;0,422;0,134
-5,732;0,685;0,0113
-12,225;0,52;0,0646
-14,416;0,263;0,947
-15,414;0,204;0,76
-6,85;0,72;0,00244
-11,842;0,475;0,00706
-4,973;0,9;0,00143
-7,289;0,769;0,158
-5,503;0,92;0,000114
-8,673;0,657;0,362
-5,441;0,91;5,61e-5
-5,623;0,683;0,513
-8,041;0,775;0,00151
-4,319;0,84;0,891
-4,89;0,9;0,000691
-10,327;0,878;0,000264
-2,115;0,963;0,000911
-6,158;0,931;0,00315
-2,923;0,738;0,361
-11,352;0,482;0,833
-8,085;0,752;0,000507
-7,494;0,496;0,00676
-5,784;0,897;0,000328
-7,182;0,959;5,08e-6
-6,309;0,955;1,9e-5
-7,482;0,664;0,811
-6,963;0,516;0,000369
-8,281;0,865;3,1e-5
-11,812;0,48;0,206
-6,103;0,86;1,16e-5
-13,172;0,418;0,788
-5,219;0,774;0,00335
-5,558;0,963;0,000651
-6,307;0,814;0,168
-6,539;0,817;0,00096
-15,028;0,289;0,264
-5,868;0,577;0,00449
-6,785;0,859;2,94e-5
-7,179;0,473;0,647
-6,017;0,996;1,98e-5
-10,661;0,274;0,843
-4,422;0,642;0,00153
-7,437;0,715;0,00839
-7,096;0,696;0,448
-11,81;0,827;0,0212
-6,006;0,846;0,000156
-6,121;0,691;0,00544
-3,519;0,941;0,0407
-12,956;0,416;0,0443
-9,075;0,687;0,0024
-11,948;0,811;0,0606
-14,173;0,615;0,00369
-6,473;0,689;0,509
-6,869;0,717;0,00417
-6,079;0,881;0,00709
-6,305;0,922;6,23e-5
-7,426;0,866;5,91e-6
-3,26;0,882;0,00895
-9,94;0,748;0,0791
-11,931;0,857;0,000508
-9,765;0,532;0,844
-9,579;0,584;0,0108
-5,176;0,938;0,0023
-12,778;0,462;0,78
-6,098;0,97;0,0569
-6,32;0,586;0,446
-9,547;0,519;0,768
-5,787;0,444;0,000351
-6,622;0,897;0,0093
-7,309;0,543;0,234
-15,239;0,356;0,829
-2,326;0,867;0,119
-5,131;0,865;3,62e-5
-5,561;0,924;2,0e-5
-8,838;0,964;0,000735
-6,726;0,916;0,00063
-3,364;0,77;0,444
-3,513;0,823;0,00343
-7,658;0,714;0,479
-6,683;0,883;0,242
-9,09;0,688;0,044
-10,729;0,867;0,0584
-6,682;0,693;0,0584
-7,019;0,811;0,00598
-9,72;0,447;0,697
-9,976;0,336;0,811
-3,406;0,975;1,04e-5
-6,504;0,579;0,267
-8,101;0,485;0,244
-13,039;0,392;0,931
-5,575;0,843;0,00321
-5,456;0,862;0,0353
-13,595;0,372;0,355
-7,361;0,86;0,000706
-7,995;0,805;0,000128
-3,819;0,943;0,00753
-11,02;0,585;0,187
-8,53;0,647;0,00431
-4,578;0,855;0,0821
-13,662;0,472;0,59
-11,068;0,445;0,83
-4,592;0,865;0,000111
-7,236;0,61;0,593
-8,193;0,672;0,00184
-3,795;0,895;0,0329
-12,151;0,501;0,234
-13,059;0,484;0,982
-6,523;0,542;0,404
-14,259;0,226;0,749
-3,968;0,957;0,00268
-6,309;0,678;0,0774
-9,929;0,728;0,000495
-5,299;0,667;0,262
-8,293;0,47;0,662
-3,829;0,798;0,00697
-8,398;0,508;0,498
-7,635;0,78;0,000558
-14,992;0,228;0,993
-7,381;0,361;0,516
-5,526;0,649;0,0438
-10,331;0,141;0,98
-5,575;0,843;0,00321
-6,72;0,723;0,0367
-10,613;0,297;0,485
-13,873;0,471;0,181
-4,57;0,927;1,67e-5
-9,016;0,304;0,364
-5,361;0,853;0,000198
-14,888;0,142;0,891
-6,812;0,849;0,0231
-5,436;0,978;0,00122
-11,95;0,145;0,892
-3,463;0,981;0,000791
-5,444;0,834;0,3
-7,44;0,594;0,228
-5,075;0,556;0,000686
-11,673;0,568;0,387
-8,555;0,588;0,443
-2,343;0,929;0,116
-7,653;0,835;0,000538
-6,098;0,753;0,000266
-2,989;0,946;0,0511
-10,027;0,824;0,0695
-4,777;0,943;0,00247
-3,616;0,927;0,265
-7,236;0,61;0,593
-7,341;0,869;0,000113
-10,894;0,295;0,448
-8,708;0,505;0,896
-6,071;0,54;0,348
-3,781;0,925;0,0234
-15,9;0,198;0,916
-6,003;0,862;0,0144
-8,938;0,582;0,715
-6,358;0,679;0,00152
-4,848;0,729;0,175
-2,603;0,981;0,0171
-7,971;0,722;0,0909
-3,543;0,923;3,26e-5
-4,486;0,907;0,000616
-14,862;0,503;0,29
-7,236;0,631;0,335
-11,71;0,723;0,0323
-9,011;0,617;0,055
-7,324;0,951;2,44e-5
-4,874;0,771;0,00048
-10,216;0,286;0,791
-5,941;0,564;0,0686
-11,113;0,245;0,0932
-4,986;0,542;0,0283
-11,849;0,912;1,31e-5
-5,541;0,738;0,0419
-9,801;0,296;0,805
-3,785;0,892;0,00624
-4,501;0,977;6,38e-6
-6,619;0,854;0,102
-13,661;0,395;0,616
-4,484;0,92;0,183
-9,473;0,669;0,0385
-4,963;0,962;0,103
-7,454;0,463;0,217
-9,142;0,806;0,267
-6,264;0,917;9,01e-5
-12,429;0,48;0,873
-5,294;0,801;0,0155
-4,399;0,651;0,379
-5,763;0,749;0,425
-11,539;0,322;0,979
-9,585;0,46;0,856
-8,049;0,332;0,342
-4,748;0,857;0,00031
-4,909;0,932;0,0733
-3,929;0,914;4,94e-5
-6,754;0,686;0,17
-8,699;0,355;0,665
-3,985;0,826;6,78e-5
-6,389;0,576;0,635
-12,074;0,593;0,0792
-6,7;0,788;0,00322
-12,133;0,485;0,0803
-7,294;0,671;0,178
-3,641;0,801;8,2e-6
-4,919;0,922;0,000488
-5,874;0,823;0,00784
-4,991;0,963;1,44e-5
-7,273;0,587;0,00648
-8,137;0,733;0,0177
-6,761;0,705;0,772
-5,506;0,904;0,0304
-5,959;0,762;0,233
-12,742;0,526;0,0551
-7,999;0,885;0,0174
-5,888;0,847;0,00309
-3,382;0,961;0,000177
-5,526;0,859;0,0593
-4,018;0,902;0,197
-7,231;0,865;0,275
-5,689;0,972;1,26e-6
-6,98;0,602;0,349
-7,744;0,775;0,38
-9,8;0,245;0,873
-13,898;0,237;0,878
-7,572;0,737;0,00731
-2,348;0,927;0,00415
-7,091;0,617;0,0994
-4,626;0,831;1,02e-5
-7,041;0,871;0,00231
-4,375;0,959;3,56e-5
-7,734;0,631;0,0525
-6,128;0,835;0,00225
-2,675;0,963;0,0254
-5,75;0,839;0,000115
-11,208;0,874;0,0168
-9,366;0,709;0,0746
-3,289;0,991;1,11e-5
-6,768;0,696;0,00385
-7,339;0,976;0,000175
-10,482;0,564;0,0934
-14,317;0,158;0,874
-4,4;0,951;0,0189
-9,289;0,323;0,178
-6,24;0,825;0,152
-5,749;0,868;0,288
-7,664;0,792;0,249
-6,195;0,72;0,0893
-7,34;0,583;0,32
-8,546;0,637;0,106
-9,617;0,436;0,597
-13,25;0,48;0,151
-5,314;0,649;0,00766
-7,853;0,65;1,55e-5
-7,634;0,944;0,00112
-9,036;0,408;0,105
-4,495;0,858;0,000233
-4,464;0,79;0,115
-6,352;0,794;5,32e-5
-7,615;0,649;0,108
-13,669;0,254;0,635
-3,528;0,899;0,0911
-5,829;0,755;0,0162
-10,068;0,338;0,425
-7,294;0,953;0,0328
-3,573;0,98;0,000349
-7,066;0,924;0,0144
-4,257;0,717;0,0846
-7,823;0,708;0,445
-8,623;0,475;0,516
-10,259;0,749;0,522
-5,399;0,757;0,059
-7,56;0,803;0,0059
-3,501;0,857;0,0799
-5,578;0,953;0,000121
-4,432;0,905;0,00398
-5,84;0,847;0,00195
-7,683;0,654;0,00732
-6,826;0,598;0,355
-8,741;0,466;0,553
-4,409;0,904;0,275
-11,323;0,441;0,95
-3,385;0,996;1,24e-5
-4,186;0,765;0,454
-7,15;0,762;0,0415
-7,953;0,769;0,014
-3,963;0,967;1,68e-5
-8,118;0,749;0,00796
-2,326;0,867;0,119
-11,34;0,859;0,00111
-6,62;0,819;0,000639
-6,827;0,909;0,000347
-5,267;0,642;0,0048
-5,498;0,807;0,0549
-12,088;0,393;0,828
-4,028;0,864;0,00121
-4,792;0,932;2,31e-5
-4,215;0,944;4,61e-5
-11,166;0,536;0,488
-12,801;0,701;0,0274
-4,704;0,848;0,023
-8,296;0,53;0,787
-15,424;0,327;0,255
-6,265;0,783;0,0261
-5,558;0,878;0,00373
-7,782;0,877;0,00165
-7,049;0,869;0,00322
-4,81;0,962;0,000174
-6,652;0,795;0,305
-12,043;0,677;0,131
-9,312;0,458;0,798
-8,172;0,379;0,396
-4,061;0,662;0,0148
-5,083;0,862;0,00307
-6,412;0,678;0,052
-8,48;0,315;0,72
-14,493;0,311;0,277
-14,52;0,304;0,943
-13,105;0,84;0,0421
-7,066;0,858;0,0551
-4,633;0,79;0,00279
-5,88;0,757;0,174
-10,357;0,505;0,103
-2,64;0,978;0,000108
-7,454;0,463;0,217
-5,768;0,84;0,108
-3,113;0,601;0,277
-5,726;0,819;0,00076
-14,227;0,403;0,111
-9,801;0,555;0,58
-6,356;0,738;9,02e-5
-7,757;0,472;0,624
-6,099;0,89;0,000138
-4,99;0,695;0,0331
-6,802;0,741;0,0432
-6,648;0,971;0,0001
-3,621;0,994;0,00116
-4,821;0,788;0,237
-9,72;0,841;0,212
-8,77;0,974;0,000852
-5,922;0,831;0,064
-8,559;0,789;5,62e-6
-7,99;0,609;0,698
-8,996;0,354;0,738
-8,637;0,487;0,0259
-5,876;0,695;0,0028
-9,991;0,359;0,0921
-5,904;0,534;0,221
-13,199;0,213;0,102
-7,052;0,661;0,446
-4,164;0,855;0,000247
-5,014;0,75;0,000307
-5,25;0,978;0,000289
-5,721;0,941;0,000872
-9,486;0,696;0,136
-6,347;0,566;0,258
-7,084;0,835;0,0745
-6,71;0,618;0,0353
-13,328;0,519;0,837
-9,047;0,554;0,0156
-3,356;0,989;0,000168
-9,304;0,582;0,913
-4,084;0,981;2,02e-5
-10,864;0,409;0,00428
-4,193;0,969;0,000182
-14,907;0,245;0,911
-11,216;0,256;0,86
-5,08;0,514;0,343
-13,433;0,487;0,376
-10,429;0,71;0,121
-6,219;0,67;0,0147
-14,498;0,18;0,923
-15,474;0,383;0,143
-8,445;0,538;0,452
-4,176;0,915;2,77e-5
-7,887;0,624;0,0113
-6,806;0,744;0,0404
-6,761;0,539;2,5e-5
-9,185;0,788;6,05e-5
-8,718;0,466;0,00406
-3,83;0,913;0,0663
-10,062;0,598;0,118
-4,368;0,805;0,00551
-8,799;0,423;0,294
-5,361;0,902;4,99e-5
-7,338;0,961;0,00486
-7,745;0,79;0,583
-5,424;0,83;0,011
-6,008;0,976;7,76e-6
-6,39;0,862;0,0061
-11,244;0,475;0,881
-3,907;0,861;0,00222
-5,735;0,721;0,00182
-1,971;0,94;6,31e-5
-16,06;0,197;0,664
-11,717;0,687;0,0431
-3,795;0,956;4,11e-5
-6,177;0,664;0,158
-6,737;0,477;0,302
-6,238;0,851;0,0964
-3,994;0,679;0,00209
-4,245;0,852;0,00016
-4,772;0,904;0,00167
-3,604;0,751;0,00969
-5,411;0,814;0,0133
-14,178;0,239;0,948
-14,152;0,242;0,87
-3,631;0,954;0,000159
-5,033;0,892;5,61e-6
-9,045;0,719;0,273
-11,098;0,853;0,0107
-13,507;0,702;0,015
-7,275;0,69;0,0325
-7,656;0,943;1,15e-5
-4,786;0,81;0,000626
-3,011;0,961;6,39e-6
-5,358;0,965;0,044
-11,676;0,298;0,419
-7,722;0,646;0,124
-5,67;0,749;0,0113
-4,838;0,787;0,0712
-11,832;0,243;0,872
-5,695;0,768;0,00603
-4,856;0,954;6,85e-6
-6,742;0,976;0,000582
-6,566;0,949;0,00737
-2,713;0,976;0,0535
-10,822;0,61;0,0204
-8,559;0,789;5,62e-6
-6,528;0,74;0,242
-4,401;0,985;6,04e-5
-11,487;0,324;0,761
-5,685;0,63;0,00326
-6,741;0,868;0,135
-7,262;0,791;0,00835
-6,892;0,8;0,00162
-4,609;0,948;8,85e-6
-2,531;0,839;0,0177
-7,746;0,795;0,0107
-4,845;0,971;0,000987
-6,252;0,553;0,156
-6,359;0,978;6,03e-6
-7,88;0,898;0,179
-3,131;0,919;0,00039
-4,668;0,653;0,296
-4,622;0,972;0,00015
-6,876;0,511;0,124
-7,296;0,597;0,0553
-8,478;0,534;0,795
-5,373;0,828;0,000217
-7,348;0,832;0,14
-2,609;0,862;0,0156
-6,552;0,899;0,0028
-12,903;0,647;0,0104
-6,126;0,77;0,00459
-5,452;0,82;0,000288
-3,997;0,953;0,000184
-4,419;0,969;0,0014
-6,545;0,817;0,0296
-3,596;0,914;0,00229
-11,221;0,513;0,00447
-2,926;0,913;0,00364
-5,508;0,846;0,0318
-2,522;0,758;0,0254
-9,007;0,598;0,501
-5,208;0,632;0,703
-12,255;0,622;0,00168
-11,392;0,299;0,837
-10,454;0,477;0,978
-9,041;0,736;0,000124
-8,57;0,366;0,776
-11,653;0,389;0,877
-5,218;0,967;0,000313
-13,667;0,455;0,792
-11,994;0,48;0,0094
-8,484;0,455;0,49
-3,412;0,884;0,0664
-3,722;0,891;0,00802
-4,512;0,907;0,0158
-5,716;0,95;2,65e-5
-6,183;0,677;0,000989
-9,453;0,626;0,00481
-7,669;0,297;0,897
-9,099;0,589;0,0414
-4,599;0,92;0,00152
-5,659;0,824;0,0516
-9,514;0,518;0,556
-4,621;0,961;0,000149
-5,691;0,915;0,00194
-5,678;0,7;0,011
-12,945;0,192;0,874
-10,563;0,265;0,972
-11,925;0,806;0,0565
-11,476;0,463;0,984
-6,413;0,714;0,237
-5,468;0,978;2,69e-5
-7,414;0,908;0,128
-3,836;0,915;9,51e-6
-2,905;0,973;2,1e-5
-4,354;0,887;0,00257
-7,537;0,826;2,16e-5
-12,73;0,476;0,101
-5,237;0,975;0,000114
-5,854;0,857;0,00157
-4,998;0,791;0,0117
-5,303;0,973;0,000641
-4,549;0,959;0,0445
-5,77;0,653;0,00742
-5,439;0,92;0,00719
-3,248;0,986;6,17e-5
-5,341;0,84;0,0122
-4,251;0,882;0,00122
-8,428;0,449;0,761
-6,617;0,634;0,0851
-4,152;0,941;0,00287
-5,091;0,856;0,00895
-7,891;0,704;0,601
-10,239;0,797;0,0125
-12,349;0,48;0,554
-4,852;0,92;0,000456
-5,237;0,975;0,000114
-5,153;0,893;0,0028
-4,501;0,93;0,0011
-5,75;0,615;0,00134
-6,695;0,789;0,00969
-13,048;0,214;0,913
-8,568;0,812;0,0137
-6,823;0,936;8,98e-6
-11,327;0,447;0,934
-3,28;0,731;0,211
-9,305;0,912;0,0257
-5,495;0,81;0,0147
-8,898;0,41;0,873
-13,167;0,533;0,496
-3,499;0,93;0,129
-7,881;0,794;0,128
-6,969;0,784;0,000245
-4,997;0,995;7,83e-6
-7,445;0,679;0,0151
-10,679;0,383;0,521
-6,781;0,757;0,188
-4,671;0,932;0,0225
-6,47;0,611;0,374
-4,092;0,981;3,42e-5
-5,206;0,494;0,274
-8,144;0,927;6,9e-5
-7,838;0,852;0,0119
-7,21;0,737;0,0166
-7,407;0,583;0,153
-13,961;0,381;0,717
-6,16;0,897;0,107
-12,256;0,276;0,913
-5,613;0,892;0,000643
-5,92;0,722;0,153
-2,85;0,976;0,00188
-12,521;0,449;0,00167
-11,64;0,333;0,00253
-9,914;0,683;0,0174
-5,804;0,743;0,107
-8,274;0,59;0,0152
-3,951;0,948;4,36e-5
-7,354;0,688;0,0182
-6,205;0,785;0,000273
-7,473;0,435;0,813
-11,211;0,135;0,915
-6,994;0,872;0,00279
-10,131;0,502;0,202
-5,11;0,852;0,206
-4,916;0,969;0,000117
-6,829;0,441;0,77
-4,549;0,953;3,97e-5
-6,649;0,675;0,013
-5,824;0,636;0,194
-14,465;0,266;0,711
-6,121;0,873;0,00362
-9,54;0,971;0,364
-4,917;0,814;0,0362
-10,709;0,728;0,00144
-3,98;0,778;0,00125
-5,711;0,807;0,000576
-5,689;0,809;0,0813
-3,873;0,951;0,000105
-9,367;0,653;0,843
-10,762;0,459;0,241
-10,182;0,328;0,734
-7,98;0,766;0,00625
-6,625;0,718;0,0094
-2,879;0,752;0,1
-8,943;0,582;0,155
-5,232;0,721;0,136
-5,6;0,624;0,197
-3,509;0,95;0,00141
-5,494;0,958;0,000181
-8,787;0,58;0,024
-5,028;0,9;0,0891
-3,018;0,929;0,00099
-7,521;0,644;0,28
-6,13;0,873;0,00451
-3,676;0,879;8,92e-5
-13,695;0,271;0,723
-4,153;0,971;2,74e-5
-8,676;0,878;8,76e-6
-3,937;0,978;0,00267
-7,611;0,831;0,000928
-8,88;0,791;0,425
-5,657;0,941;0,000458
-6,137;0,614;0,252
-7,181;0,499;0,496
-6,367;0,835;0,0558
-8,455;0,755;0,354
-5,299;0,667;0,262
-7,714;0,848;0,00421
-14,354;0,264;0,969
-3,618;0,723;0,0723
-2,749;0,961;0,000789
-5,993;0,89;7,17e-5
-3,424;0,862;0,0076
-5,86;0,716;0,471
-5,6;0,624;0,197
-6,338;0,534;0,174
-6,748;0,505;0,745
-9,096;0,598;0,000911
-9,693;0,542;0,761
-15,154;0,274;0,695
-5,666;0,966;6,44e-5
-11,883;0,888;0,000175
-5,806;0,606;0,00882
-9,686;0,721;0,0845
-6,255;0,719;0,000118
-3,218;0,782;0,00283
-4,919;0,714;0,000658
-11,311;0,556;0,0504
-7,231;0,556;0,441
-4,122;0,918;0,00109
-7,144;0,895;0,0156
-3,908;0,923;0,16
-7,389;0,443;0,409
-9,058;0,655;0,0272
-6,183;0,793;0,539
-6,586;0,861;0,246
-6,199;0,563;0,214
-3,586;0,94;0,00178
-10,389;0,484;0,712
-10,551;0,656;0,718
-8,339;0,69;0,162
-5,866;0,486;0,0258
-9,044;0,617;0,125
-10,028;0,45;0,00839
-10,478;0,499;0,0603
-6,904;0,516;0,017
-5,65;0,703;0,00116
-5,582;0,528;0,00761
-12,984;0,129;0,888
-3,366;0,624;0,000117
-12,377;0,887;0,0099
-3,059;0,99;1,36e-5
-5,516;0,971;1,23e-6
-6,517;0,389;0,687
-9,278;0,888;0,00181
-9,393;0,968;0,000869
-4,698;0,892;0,00261
-6,84;0,719;0,576
-7,263;0,873;0,0656
-4,238;0,898;0,0354
-4,556;0,791;0,136
-5,929;0,699;0,00864
-5,154;0,71;0,218
-3,868;0,854;0,000336
-8,06;0,603;0,0208
-7,57;0,823;0,0237
-5,821;0,938;0,00103
-11,106;0,557;0,105
-5,085;0,71;0,0769
-7,957;0,847;0,00137
-5,827;0,838;0,624
-13,426;0,307;0,799
-2,372;0,953;0,005
-3,972;0,895;0,000219
-5,852;0,722;0,47
-7,558;0,653;0,0463
-4,099;0,881;0,00134
-3,398;0,934;0,00604
-3,878;0,827;0,0315
-10,82;0,863;0,581
-14,007;0,285;0,937
-8,0;0,731;0,0211
-4,612;0,905;2,92e-5
-7,834;0,718;0,128
-7,224;0,442;0,731
-12,228;0,497;0,254
-2,611;0,973;0,00428
-5,184;0,949;0,000543
-11,403;0,447;0,769
-5,42;0,732;0,00475
-10,254;0,558;0,0518
-4,957;0,848;0,0174
-8,648;0,444;0,82
-4,281;0,889;3,21e-6
-7,247;0,872;0,000247
-6,664;0,901;0,00954
-5,946;0,813;0,446
-10,915;0,343;0,643
-5,016;0,924;0,00165
-3,409;0,885;0,00301
-4,95;0,748;0,323
-8,248;0,744;0,00383
-5,024;0,931;0,00126
-11,15;0,44;0,401
-6,455;0,471;0,0848
-11,729;0,722;0,25
-7,862;0,866;0,0171
-10,527;0,613;0,235
-8,417;0,798;0,0518
-10,624;0,295;0,873
-12,59;0,481;0,475
-3,994;0,948;0,0279
-7,505;0,491;0,759
-3,175;0,984;1,84e-6
-9,105;0,607;0,591
-8,479;0,768;0,000287
-2,276;0,926;0,605
-7,578;0,851;0,0267
-8,559;0,901;0,535
-8,721;0,67;0,535
-5,928;0,971;5,71e-6
-11,233;0,348;0,591
-10,385;0,387;0,482
-3,904;0,948;0,123
-4,5;0,917;0,000291
-6,9;0,525;0,44
-1,876;0,993;2,34e-6
-8,29;0,556;0,858
-10,69;0,442;0,444
-6,416;0,777;0,0999
-8,067;0,971;0,000395
-5,772;0,913;0,00023
-9,241;0,609;0,777
-4,132;0,907;0,00212
-8,133;0,437;0,0732
-4,568;0,978;2,93e-5
-6,037;0,874;0,000638
-6,431;0,892;0,00267
-15,723;0,241;0,894
-6,526;0,938;4,7e-5
-7,369;0,728;0,0474
-5,834;0,775;4,74e-5
-6,281;0,767;0,00141
-8,907;0,928;0,00135
-15,975;0,154;0,84
-6,716;0,665;0,343
-6,787;0,866;0,0124
-6,049;0,723;0,0232
-2,672;0,96;9,25e-5
-5,33;0,928;0,0591
-11,002;0,614;0,404
-9,138;0,932;0,000138
-5,925;0,611;0,29
-6,622;0,832;0,00275
-4,336;0,957;0,000526
-6,592;0,89;3,43e-5
-11,04;0,365;0,648
-5,295;0,382;0,467
-6,326;0,931;0,077
-7,522;0,718;0,0479
-6,208;0,58;0,357
-7,408;0,636;0,0629
-4,284;0,869;0,000457
-5,409;0,691;0,374
-10,208;0,729;0,0693
-13,262;0,766;0,586
-9,266;0,498;0,0368
-7,805;0,649;0,34
-4,115;0,726;0,348
-4,075;0,788;0,0111
-10,139;0,748;0,0429
-9,45;0,763;0,00726
-9,581;0,724;0,00976
-9,094;0,415;0,636
-11,059;0,359;0,76
-14,63;0,442;0,245
-8,745;0,539;0,00458
-2,0;0,991;4,61e-6
-6,839;0,697;0,0184
-8,201;0,906;2,99e-5
-14,092;0,21;0,803
-11,383;0,208;0,985
-4,893;0,772;3,53e-6
-9,583;0,63;0,755
-9,111;0,493;0,674
-12,351;0,757;0,00559
-8,862;0,636;0,431
-7,267;0,947;0,000699
-7,015;0,68;4,07e-5
-9,343;0,354;0,52
-7,994;0,57;0,665
-6,043;0,788;0,273
-7,632;0,704;0,626
-8,29;0,77;0,012
-4,858;0,985;1,6e-5
-8,854;0,506;0,3
-3,725;0,956;0,000293
-5,124;0,817;0,0144
-5,631;0,867;0,063
-8,211;0,664;0,306
-7,013;0,6;0,0291
-7,655;0,843;0,058
-14,317;0,389;0,286
-10,948;0,236;0,844
-7,583;0,484;0,679
-4,045;0,966;3,54e-5
-5,719;0,812;0,000286
-4,421;0,875;0,0025
-7,75;0,717;0,000578
-6,294;0,918;0,531
-10,043;0,572;0,242
-5,197;0,904;0,000429
-5,919;0,813;0,12
-7,574;0,755;0,00411
-2,94;0,858;0,0559
-5,826;0,615;0,576
-4,657;0,86;3,22e-5
-3,094;0,88;0,0219
-5,964;0,791;0,0232
-4,058;0,959;0,00209
-6,312;0,709;1,82e-5
-7,787;0,905;0,00395
-6,483;0,968;2,68e-5
-4,934;0,919;0,000372
-7,128;0,939;0,000129
-9,02;0,444;0,311
-10,801;0,265;0,733
-8,355;0,848;0,00162
-6,506;0,944;0,00178
-13,766;0,185;0,867
-9,952;0,598;0,326
-15,344;0,221;0,841
-9,483;0,428;0,214
-6,221;0,69;0,00385
-4,882;0,907;3,08e-5
-4,237;0,894;0,000621
-6,575;0,778;0,0149
-9,028;0,434;0,622
-7,058;0,649;0,218
-11,061;0,298;0,974
-4,545;0,964;3,28e-5
-10,863;0,291;0,409
-8,696;0,574;0,298
-5,541;0,738;0,0419
-4,245;0,852;0,00016
-2,785;0,791;0,0113
-9,245;0,866;0,124
-10,668;0,582;0,23
-5,079;0,814;0,00956
-10,938;0,832;0,668
-6,882;0,858;0,00541
-10,568;0,222;0,962
-9,999;0,798;0,000113
-6,029;0,716;0,0698
-9,996;0,495;0,472
-4,626;0,84;0,2
-6,242;0,892;0,000143
-6,468;0,916;0,000611
-8,823;0,861;0,425
-10,59;0,438;0,515
-6,113;0,836;0,0934
-11,211;0,483;0,434
-4,293;0,853;0,0285
-4,288;0,854;0,0249
-14,512;0,595;0,373
-3,71;0,865;0,00239
-4,39;0,872;0,00052
-3,29;0,965;0,00112
-3,517;0,736;0,266
-2,982;0,907;0,238
-7,589;0,749;0,0196
-4,586;0,83;4,34e-5
-4,538;0,913;0,00651
-15,279;0,109;0,983
-3,341;0,993;0,000326
-10,048;0,548;0,159
-9,992;0,818;0,157
-5,391;0,741;0,000883
-9,029;0,473;0,284
-8,27;0,854;0,478
-2,74;0,94;0,00323
-4,261;0,847;0,488
-7,097;0,473;0,389
-7,634;0,281;0,388
-7,218;0,659;0,00592
-6,907;0,55;0,163
-5,975;0,848;0,000396
-3,908;0,934;0,000278
-5,497;0,804;0,105
-5,76;0,818;0,00612
-4,957;0,931;0,0182
-5,629;0,997;0,000104
-10,506;0,268;0,748
-9,301;0,569;0,0571
-6,116;0,565;0,0014
-8,706;0,67;0,244
-5,949;0,896;0,0709
-8,465;0,651;0,0849
-15,52;0,0842;0,982
-6,613;0,87;0,432
-3,865;0,85;0,0133
-7,569;0,764;0,369
-8,666;0,918;0,00706
-5,296;0,8;0,000222
-9,41;0,546;0,00342
-5,938;0,813;0,00923
-11,764;0,532;0,00101
-5,059;0,769;3,93e-5
-6,083;0,66;0,85
-10,774;0,577;0,0352
-4,888;0,956;3,02e-5
-4,354;0,786;0,0634
-6,156;0,88;2,54e-5
-11,443;0,481;0,0221
-4,538;0,913;0,00651
-8,304;0,684;0,00601
-9,943;0,358;0,752
-9,024;0,451;0,415
-3,806;0,931;0,0014
-7,876;0,631;0,875
-5,986;0,645;0,0131
-9,875;0,462;0,455
-9,132;0,617;0,268
-9,149;0,683;0,101
-4,724;0,841;0,0426
-7,113;0,661;2,29e-5
-2,236;0,958;0,251
-9,123;0,65;0,404
-7,031;0,57;0,00278
-6,866;0,68;0,441
-7,905;0,911;0,0385
-4,077;0,927;0,00924
-10,425;0,307;0,8
-5,486;0,601;0,0377
-9,214;0,302;0,629
-6,497;0,742;0,0352
-7,373;0,897;0,0251
-10,313;0,461;0,135
-12,458;0,309;0,156
-7,578;0,651;0,0593
-5,12;0,957;8,66e-5
-3,926;0,898;0,00127
-12,003;0,442;0,839
-4,51;0,848;0,0245
-9,845;0,857;0,00341
-13,261;0,248;0,842
-10,833;0,487;0,788
-7,963;0,831;0,000868
-9,11;0,458;0,783
-7,7;0,753;0,000508
-8,569;0,612;0,579
-7,224;0,442;0,731
-3,717;0,99;0,000285
-4,456;0,882;0,14
-7,407;0,673;0,243
-5,715;0,911;0,00553
-8,9;0,714;0,00378
-11,736;0,588;0,089
-9,144;0,575;0,0936
-8,192;0,813;0,0455
-7,973;0,757;0,303
-5,144;0,774;0,0887
-8,396;0,653;0,0335
-3,816;0,972;0,000193
-5,135;0,936;5,38e-5
-3,819;0,944;0,0148
-9,591;0,748;0,00685
-10,629;0,573;0,344
-10,801;0,288;0,535
-4,266;0,991;0,000152
-3,362;0,979;2,68e-5
-10,024;0,804;0,181
-4,103;0,905;0,000289
-4,903;0,802;0,0917
-10,595;0,935;2,26e-5
-9,339;0,539;0,139
-9,14;0,398;0,319
-12,442;0,274;0,302
-10,456;0,638;0,114
-5,554;0,936;0,0438
-9,272;0,337;0,644
-2,406;0,973;0,00495
-5,209;0,788;3,21e-6
-6,109;0,668;0,134
-4,12;0,756;1,74e-5
-9,086;0,753;0,0136
-5,02;0,686;0,017
-3,229;0,988;3,17e-5
-6,36;0,902;0,754
-5,613;0,763;0,0422
-6,079;0,697;0,000504
-9,178;0,341;0,861
-13,536;0,426;0,181
-4,88;0,978;0,000227
-7,255;0,869;0,0744
